Loan_ID,Customer_ID,Application_Date,Branch,Region,Age,Gender,Occupation,Employment_Years,Annual_Income,Credit_Score,Loan_Purpose,Loan_Amount,Loan_Term_Months,Interest_Rate,EMI,Debt_To_Income_Ratio,LTV_Ratio,Risk_Category,Loan_Status,Collateral,Marital_Status,Dependents,Default_Flag
LN100627,CUST50627,2024-09-17,Delhi,South,36,Male,Self-employed,3,435979,522,Auto,4546873,12,9.4,414523.26,18.6,61.0,High,Active,No,Single,4,0
LN100628,CUST50628,2023-09-24,Bengaluru,North,62,Female,Teacher,0,2366955,784,Debt Consolidation,3198178,84,15.62,44020.64,37.3,65.9,Low,Paid,Yes,Married,4,0
LN100629,CUST50629,2024-06-13,Kolkata,West,42,Male,Self-employed,8,806545,539,Medical,3628761,24,14.14,172577.83,52.0,71.1,High,Active,Yes,Single,2,0
LN100630,CUST50630,2024-09-28,Hyderabad,North,54,Male,Self-employed,22,2297273,648,Home,1720974,12,16.73,167407.75,15.7,42.2,High,Active,No,Single,0,0
LN100631,CUST50631,2024-11-06,Kolkata,North,26,Male,Teacher,34,1134324,651,Medical,3128217,60,13.93,59399.63,23.7,72.4,Medium,Paid,No,Married,2,0
LN100632,CUST50632,2025-02-20,Hyderabad,West,36,Male,Manager,9,579346,691,Education,697507,84,14.97,9546.71,6.0,66.7,Medium,Delinquent,Yes,Single,0,0
LN100633,CUST50633,2024-05-22,Bengaluru,East,47,Female,Analyst,3,1308106,847,Debt Consolidation,550851,36,9.35,16732.1,33.3,51.1,Low,Active,Yes,Married,2,0
LN100634,CUST50634,2024-01-14,Pune,North,35,Female,Doctor,18,226061,819,Personal,4571779,120,16.67,44449.12,40.7,86.2,Low,Paid,No,Single,0,0
LN100635,CUST50635,2025-10-25,Hyderabad,North,55,Male,Doctor,30,2045714,492,Personal,3701864,84,17.12,51614.56,15.4,82.7,High,Paid,No,Married,2,0
LN100636,CUST50636,2024-06-07,Pune,South,31,Female,Engineer,12,765928,455,Home,4737650,84,10.98,62593.38,14.8,62.7,High,Defaulted,Yes,Married,3,1
LN100637,CUST50637,2025-08-19,Pune,East,37,Female,Clerk,28,2186086,503,Auto,4669708,36,11.42,144527.46,9.2,86.0,High,Defaulted,No,Married,1,1
LN100638,CUST50638,2026-05-04,Pune,South,55,Male,Self-employed,31,2234906,561,Personal,2132419,84,12.19,28480.49,13.2,75.6,High,Active,No,Single,3,0
LN100639,CUST50639,2024-10-21,Mumbai,East,44,Male,Analyst,11,1765847,622,Business,3964802,120,13.81,37602.84,51.4,49.5,High,Defaulted,No,Single,1,1
LN100640,CUST50640,2024-05-09,Kolkata,West,59,Female,Self-employed,30,699805,698,Auto,260103,84,6.09,3285.04,16.0,79.7,Medium,Defaulted,No,Married,0,1
LN100641,CUST50641,2025-08-12,Delhi,South,63,Female,Teacher,4,1581875,774,Medical,3420549,60,8.86,62060.16,28.1,64.9,Low,Delinquent,Yes,Married,0,0
LN100642,CUST50642,2024-05-18,Chennai,South,35,Female,Clerk,30,757561,718,Education,4187999,180,8.95,25349.03,42.5,63.4,Medium,Paid,No,Married,1,0
LN100643,CUST50643,2024-06-05,Hyderabad,South,39,Male,Analyst,11,679063,646,Debt Consolidation,4775352,12,13.3,450872.82,15.9,48.0,High,Delinquent,Yes,Married,1,0
LN100644,CUST50644,2026-01-29,Kolkata,North,23,Male,Manager,6,1733243,516,Home,3791217,84,10.57,49904.15,58.9,62.4,High,Delinquent,Yes,Married,4,0
LN100645,CUST50645,2023-10-20,Hyderabad,West,50,Female,Teacher,2,2325243,759,Auto,3465866,36,13.02,108808.94,46.1,46.0,Low,Active,Yes,Single,2,0
LN100646,CUST50646,2026-07-08,Delhi,East,34,Male,Engineer,12,483168,705,Education,2133956,36,17.14,69436.56,12.2,93.5,Medium,Active,No,Single,4,0
LN100647,CUST50647,2024-08-22,Bengaluru,North,58,Male,Manager,17,2079632,570,Business,4088035,36,7.74,122345.8,19.8,92.5,High,Defaulted,Yes,Married,2,1
LN100648,CUST50648,2025-08-28,Chennai,West,53,Male,Analyst,4,832722,579,Auto,3288867,24,8.25,148341.61,46.7,81.9,High,Defaulted,Yes,Single,0,1
LN100649,CUST50649,2023-10-24,Mumbai,South,60,Female,Doctor,24,1897378,687,Education,1463536,36,12.61,45780.22,29.3,72.0,Medium,Defaulted,Yes,Married,2,1
LN100650,CUST50650,2025-08-16,Mumbai,East,28,Male,Clerk,23,2476525,723,Business,4063138,240,16.94,19797.64,57.6,49.3,Medium,Active,No,Married,1,0
LN100651,CUST50651,2026-07-08,Mumbai,South,38,Female,Clerk,10,890953,781,Medical,540758,48,17.73,13263.22,30.9,59.0,Low,Active,No,Single,2,0
LN100652,CUST50652,2024-08-15,Delhi,South,47,Female,Self-employed,8,313455,780,Home,1244492,240,7.59,5578.95,5.4,82.2,Low,Delinquent,Yes,Single,1,0
LN100653,CUST50653,2024-10-22,Mumbai,South,56,Female,Doctor,23,1059355,806,Medical,1697315,36,10.1,51909.55,21.5,44.3,Low,Defaulted,No,Married,3,1
LN100654,CUST50654,2024-09-04,Bengaluru,South,35,Male,Doctor,15,942939,559,Medical,1418393,36,16.32,45829.85,59.4,58.7,High,Active,No,Single,4,0
LN100655,CUST50655,2024-10-13,Kolkata,East,21,Male,Teacher,28,1513183,533,Personal,3869617,12,16.57,375901.04,16.1,44.5,High,Defaulted,No,Single,4,1
LN100656,CUST50656,2023-09-18,Chennai,West,37,Female,Doctor,29,2066344,790,Personal,2352641,12,13.63,222775.5,28.0,84.0,Low,Active,Yes,Single,2,0
LN100657,CUST50657,2025-08-02,Chennai,West,45,Female,Teacher,8,869714,705,Debt Consolidation,4532331,84,11.43,60123.53,58.4,86.1,Medium,Paid,No,Married,1,0
LN100658,CUST50658,2024-02-10,Pune,West,51,Male,Self-employed,1,1076921,579,Business,365147,180,14.48,2322.33,33.1,45.7,High,Active,No,Single,4,0
LN100659,CUST50659,2024-08-11,Hyderabad,West,38,Male,Analyst,5,2019799,487,Business,801035,36,16.4,25900.13,26.5,87.9,High,Delinquent,Yes,Single,4,0
LN100660,CUST50660,2024-03-28,Delhi,South,24,Male,Clerk,28,884168,556,Debt Consolidation,954844,180,15.05,6103.04,43.2,91.5,High,Active,No,Single,0,0
LN100661,CUST50661,2025-02-09,Bengaluru,North,47,Female,Self-employed,11,2297314,739,Debt Consolidation,4676257,48,11.7,108820.4,20.8,46.8,Medium,Paid,Yes,Married,3,0
LN100662,CUST50662,2024-10-24,Mumbai,North,35,Male,Analyst,11,953040,643,Auto,477251,48,7.59,10697.38,16.9,57.1,High,Defaulted,No,Married,0,1
LN100663,CUST50663,2023-08-31,Kolkata,East,24,Male,Clerk,17,1193248,839,Business,4126345,120,14.3,39303.44,18.8,43.3,Low,Paid,Yes,Married,2,0
LN100664,CUST50664,2025-02-28,Pune,South,32,Male,Self-employed,29,1817267,810,Home,3742639,180,7.82,22418.41,26.1,86.7,Low,Paid,No,Married,2,0
LN100665,CUST50665,2025-12-22,Mumbai,South,59,Female,Manager,13,377040,610,Medical,3618491,60,8.28,65301.7,8.1,73.6,High,Defaulted,No,Married,1,1
LN100666,CUST50666,2023-07-24,Kolkata,South,43,Male,Self-employed,14,986322,615,Business,1415438,24,7.06,63140.33,53.2,66.5,High,Defaulted,No,Married,2,1
LN100667,CUST50667,2023-11-09,Bengaluru,North,47,Female,Engineer,7,1199397,820,Home,1044146,36,16.19,33699.81,23.7,76.7,Low,Paid,Yes,Married,0,0
LN100668,CUST50668,2026-06-19,Pune,South,30,Female,Doctor,2,391848,571,Education,3374652,120,9.47,30785.26,40.5,47.2,High,Active,No,Single,4,0
LN100669,CUST50669,2025-07-16,Chennai,North,62,Female,Self-employed,29,1474341,708,Medical,2795971,24,12.09,130583.5,22.5,44.9,Medium,Delinquent,Yes,Single,4,0
LN100670,CUST50670,2025-06-21,Chennai,East,27,Male,Teacher,35,1451138,450,Business,540640,84,13.54,7307.65,46.1,89.8,High,Defaulted,No,Single,1,1
LN100671,CUST50671,2026-06-22,Mumbai,West,34,Male,Manager,10,1793928,479,Personal,1831526,48,17.97,45013.57,59.9,73.7,High,Active,No,Single,0,0
LN100672,CUST50672,2026-01-31,Pune,North,39,Male,Doctor,6,2273294,626,Debt Consolidation,3434662,120,17.83,33725.52,39.8,63.7,High,Defaulted,Yes,Married,0,1
LN100673,CUST50673,2024-03-04,Mumbai,East,45,Female,Doctor,24,2481336,547,Auto,4216495,24,13.56,199510.49,35.3,52.5,High,Delinquent,Yes,Married,1,0
LN100674,CUST50674,2024-09-27,Delhi,North,41,Female,Manager,13,2381480,541,Home,2381899,12,10.22,218777.42,12.0,67.3,High,Defaulted,Yes,Married,3,1
LN100675,CUST50675,2024-04-30,Hyderabad,South,28,Male,Teacher,26,564714,550,Medical,1163482,84,15.35,15977.1,14.9,68.9,High,Active,No,Married,0,0
LN100676,CUST50676,2025-01-29,Kolkata,West,61,Female,Teacher,23,709853,674,Home,4291238,48,10.47,98761.05,10.7,79.7,Medium,Defaulted,No,Single,4,1
LN100677,CUST50677,2024-11-08,Pune,West,49,Female,Clerk,14,1739627,467,Personal,4635278,240,10.18,21279.79,8.2,92.5,High,Active,No,Married,1,0
LN100678,CUST50678,2025-02-14,Kolkata,West,62,Female,Doctor,24,2114453,491,Auto,1815890,84,10.82,23956.78,38.3,72.3,High,Delinquent,No,Married,3,0
LN100679,CUST50679,2023-09-19,Chennai,North,38,Female,Engineer,21,1026320,592,Personal,1381514,84,8.23,17800.15,55.5,78.5,High,Delinquent,No,Married,3,0
LN100680,CUST50680,2023-11-11,Kolkata,East,24,Female,Clerk,5,341160,636,Debt Consolidation,3016839,180,14.27,19151.9,14.7,72.6,High,Defaulted,No,Single,1,1
LN100681,CUST50681,2025-09-12,Kolkata,West,45,Male,Analyst,3,1785873,492,Medical,3801143,48,6.75,84535.84,9.0,86.7,High,Defaulted,Yes,Single,2,1
LN100682,CUST50682,2026-03-11,Kolkata,West,56,Female,Teacher,14,657073,560,Business,270764,60,16.65,5264.1,14.4,49.3,High,Delinquent,No,Married,0,0
LN100683,CUST50683,2025-03-13,Delhi,North,48,Female,Self-employed,21,1664717,611,Business,966722,60,6.79,17206.04,57.9,51.7,High,Defaulted,No,Single,3,1
LN100684,CUST50684,2025-01-20,Pune,South,65,Male,Manager,28,2105328,579,Medical,745785,36,15.45,23916.91,59.3,69.3,High,Active,No,Single,1,0
LN100685,CUST50685,2025-12-13,Bengaluru,South,49,Male,Self-employed,10,1982563,618,Auto,4680967,120,7.44,41910.26,15.2,62.6,High,Defaulted,No,Married,0,1
LN100686,CUST50686,2024-04-29,Chennai,East,27,Male,Self-employed,14,2030096,658,Personal,1257829,12,7.06,112219.31,31.4,69.0,Medium,Defaulted,No,Married,1,1
LN100687,CUST50687,2025-12-16,Delhi,West,64,Female,Self-employed,26,2243143,848,Education,4975294,24,10.89,229879.31,37.1,84.1,Low,Defaulted,Yes,Married,4,1
LN100688,CUST50688,2024-10-01,Kolkata,West,54,Male,Clerk,27,2239439,603,Home,577428,24,15.8,27860.9,26.6,40.2,High,Paid,No,Single,4,0
LN100689,CUST50689,2025-01-13,Delhi,West,22,Male,Self-employed,1,1820241,748,Personal,2614844,24,13.13,123257.21,19.5,43.1,Medium,Paid,Yes,Single,1,0
LN100690,CUST50690,2024-12-16,Chennai,East,28,Female,Engineer,7,304209,753,Personal,3393698,36,14.14,107599.08,22.6,62.4,Low,Active,Yes,Married,0,0
LN100691,CUST50691,2023-12-26,Kolkata,South,41,Female,Teacher,13,2167899,717,Business,3382451,240,10.3,15545.18,53.0,49.8,Medium,Paid,Yes,Single,0,0
LN100692,CUST50692,2026-03-16,Chennai,South,62,Male,Doctor,21,623418,591,Medical,2225457,24,8.49,100599.93,24.9,55.5,High,Active,No,Single,4,0
LN100693,CUST50693,2026-04-06,Chennai,West,21,Female,Clerk,13,830696,839,Home,2787928,12,11.28,258533.86,50.1,56.5,Low,Delinquent,Yes,Single,2,0
LN100694,CUST50694,2025-05-15,Delhi,West,38,Female,Doctor,14,1499037,648,Auto,3432262,24,11.96,160115.02,15.1,63.9,High,Active,Yes,Single,1,0
LN100695,CUST50695,2025-11-19,Kolkata,South,57,Male,Engineer,24,180950,829,Education,1533842,180,15.18,9814.88,26.6,93.1,Low,Active,Yes,Single,3,0
LN100696,CUST50696,2026-03-19,Pune,South,63,Male,Self-employed,35,2326728,849,Home,3985066,48,7.51,89257.18,21.1,56.4,Low,Active,No,Single,1,0
LN100697,CUST50697,2025-02-28,Mumbai,South,60,Female,Teacher,15,1632332,777,Home,4720644,60,7.45,84538.87,33.0,67.8,Low,Active,No,Married,4,0
LN100698,CUST50698,2024-04-02,Delhi,South,49,Female,Analyst,16,2028732,773,Debt Consolidation,1559097,240,14.23,7420.65,59.7,61.2,Low,Paid,No,Single,3,0
LN100699,CUST50699,2026-05-15,Pune,West,65,Female,Engineer,4,1294275,714,Business,3446572,48,12.62,80865.2,20.4,83.3,Medium,Delinquent,Yes,Married,0,0
LN100700,CUST50700,2025-07-04,Mumbai,North,58,Female,Engineer,14,476071,615,Home,706355,120,11.97,6590.88,58.3,45.8,High,Delinquent,Yes,Married,3,0
LN100701,CUST50701,2026-06-29,Kolkata,North,29,Female,Manager,28,1609846,476,Education,182986,84,15.33,2512.35,28.0,92.4,High,Active,No,Single,4,0
LN100702,CUST50702,2026-06-21,Pune,South,45,Female,Manager,21,960401,490,Medical,1525433,12,7.15,136208.45,57.7,80.6,High,Active,No,Single,1,0
LN100703,CUST50703,2024-10-04,Delhi,East,22,Male,Doctor,23,554300,785,Business,2032281,180,8.26,12223.04,52.3,55.3,Low,Paid,No,Married,2,0
LN100704,CUST50704,2024-10-28,Mumbai,South,42,Male,Manager,11,985032,842,Home,831692,120,12.02,7763.84,6.1,58.0,Low,Delinquent,Yes,Married,0,0
LN100705,CUST50705,2025-04-14,Mumbai,South,32,Female,Teacher,32,338140,548,Business,2171083,24,9.66,99200.4,22.0,63.4,High,Delinquent,Yes,Married,3,0
LN100706,CUST50706,2024-11-03,Hyderabad,South,26,Male,Teacher,12,1643712,613,Education,3662141,48,7.84,82276.1,41.3,67.6,High,Delinquent,Yes,Single,3,0
LN100707,CUST50707,2024-08-14,Hyderabad,North,21,Male,Clerk,35,195587,747,Business,623854,120,6.25,5523.71,12.3,62.2,Medium,Delinquent,No,Single,2,0
LN100708,CUST50708,2024-02-26,Chennai,East,31,Male,Teacher,35,938820,640,Home,247245,12,10.7,22808.35,10.4,51.6,High,Delinquent,Yes,Single,1,0
LN100709,CUST50709,2025-01-24,Hyderabad,South,37,Female,Clerk,6,915912,560,Personal,3711714,120,15.1,35601.52,32.6,56.8,High,Delinquent,Yes,Single,2,0
LN100710,CUST50710,2024-06-18,Pune,West,32,Female,Analyst,24,1128198,735,Home,1928254,180,11.63,11958.39,12.8,48.5,Medium,Active,No,Single,0,0
LN100711,CUST50711,2026-02-06,Kolkata,South,26,Female,Analyst,4,1933587,683,Education,2880329,60,6.17,50967.42,20.8,87.8,Medium,Delinquent,Yes,Single,2,0
LN100712,CUST50712,2024-05-27,Chennai,East,33,Female,Doctor,2,944842,759,Business,1928188,48,16.45,46778.64,12.1,66.7,Low,Active,Yes,Single,0,0
LN100713,CUST50713,2025-08-12,Bengaluru,East,33,Male,Engineer,30,450094,600,Medical,4910265,84,11.19,64996.71,33.8,56.4,High,Active,No,Married,4,0
LN100714,CUST50714,2025-03-16,Delhi,North,58,Female,Clerk,20,1361712,567,Education,4485501,120,17.29,43842.03,19.5,85.3,High,Defaulted,No,Married,0,1
LN100715,CUST50715,2025-05-25,Mumbai,West,54,Male,Teacher,8,2374140,788,Personal,3323326,12,9.67,303724.3,19.4,93.1,Low,Paid,Yes,Married,1,0
LN100716,CUST50716,2024-11-28,Chennai,West,43,Female,Clerk,9,445252,544,Auto,1128621,12,16.46,109532.67,41.6,86.9,High,Delinquent,Yes,Married,3,0
LN100717,CUST50717,2025-10-28,Hyderabad,East,25,Female,Analyst,16,841335,801,Personal,1481086,36,13.3,46613.07,10.4,64.7,Low,Paid,Yes,Married,1,0
LN100718,CUST50718,2025-04-06,Hyderabad,South,50,Male,Doctor,17,183696,459,Home,3235375,240,6.69,14382.59,10.2,61.1,High,Active,No,Married,0,0
LN100719,CUST50719,2026-04-06,Bengaluru,North,56,Male,Teacher,18,817480,568,Debt Consolidation,3222338,12,12.43,301906.22,36.6,86.9,High,Delinquent,Yes,Single,1,0
LN100720,CUST50720,2024-08-06,Mumbai,North,53,Male,Analyst,12,492364,816,Business,1536835,36,15.51,49311.06,22.3,74.1,Low,Delinquent,No,Single,3,0
LN100721,CUST50721,2025-03-12,Delhi,North,46,Male,Self-employed,12,1010329,706,Education,1424387,180,17.6,9306.0,58.9,76.6,Medium,Paid,Yes,Married,3,0
LN100722,CUST50722,2025-11-18,Kolkata,South,52,Male,Analyst,30,1792465,698,Auto,1915921,12,10.56,176520.19,10.2,92.6,Medium,Delinquent,No,Single,4,0
LN100723,CUST50723,2024-09-02,Pune,West,45,Male,Engineer,3,1460508,476,Personal,1191905,48,11.51,27689.44,13.1,86.8,High,Defaulted,Yes,Single,2,1
LN100724,CUST50724,2025-03-26,Delhi,East,40,Female,Self-employed,11,451017,482,Debt Consolidation,1754546,12,9.27,159766.03,48.6,92.3,High,Paid,No,Single,0,0
LN100725,CUST50725,2023-10-05,Delhi,East,59,Female,Doctor,12,2173140,796,Debt Consolidation,773253,180,7.5,4618.04,53.2,82.3,Low,Active,Yes,Married,3,0
LN100726,CUST50726,2024-05-15,Hyderabad,North,61,Male,Clerk,35,1678482,586,Auto,603675,12,17.88,59301.01,5.3,61.0,High,Paid,Yes,Married,1,0
LN100727,CUST50727,2024-09-09,Pune,East,57,Male,Clerk,3,1846153,503,Personal,1428032,120,14.59,13636.52,53.0,40.6,High,Defaulted,No,Married,4,1
LN100728,CUST50728,2025-10-29,Pune,South,36,Male,Manager,4,1883549,753,Personal,2802786,180,13.18,17623.3,59.3,82.0,Low,Paid,No,Single,1,0
LN100729,CUST50729,2023-10-03,Bengaluru,East,65,Male,Clerk,11,196228,603,Education,3665407,36,7.87,109829.85,39.2,74.1,High,Delinquent,No,Married,2,0
LN100730,CUST50730,2025-10-11,Hyderabad,North,46,Female,Self-employed,9,2337089,506,Debt Consolidation,1735355,24,13.72,82226.9,6.9,67.8,High,Defaulted,No,Married,1,1
LN100731,CUST50731,2024-12-02,Chennai,East,42,Female,Manager,1,2473942,564,Home,1359634,120,14.06,12923.32,56.8,77.0,High,Active,Yes,Married,2,0
LN100732,CUST50732,2024-09-30,Delhi,East,49,Female,Manager,5,767046,693,Debt Consolidation,683672,60,12.97,12872.4,37.1,80.0,Medium,Defaulted,No,Married,1,1
LN100733,CUST50733,2024-05-19,Hyderabad,South,28,Male,Manager,4,254922,530,Medical,1049335,240,9.43,4784.53,44.8,59.1,High,Active,No,Single,4,0
LN100734,CUST50734,2025-04-14,Kolkata,East,41,Female,Self-employed,15,2183647,650,Home,3627777,240,9.47,16547.2,58.1,65.2,Medium,Delinquent,No,Single,2,0
LN100735,CUST50735,2024-01-18,Pune,North,62,Female,Doctor,20,506453,475,Personal,1649452,60,6.68,29327.26,59.1,73.5,High,Delinquent,No,Single,0,0
LN100736,CUST50736,2025-03-08,Hyderabad,North,28,Male,Clerk,8,1500494,497,Education,4434622,120,9.41,40432.67,8.2,45.9,High,Active,No,Married,4,0
LN100737,CUST50737,2024-01-21,Kolkata,South,39,Female,Clerk,9,1591321,791,Education,889447,84,12.69,11932.36,7.7,77.8,Low,Delinquent,Yes,Married,0,0
LN100738,CUST50738,2024-03-10,Mumbai,West,35,Male,Clerk,14,2280808,850,Business,919388,48,17.24,22456.05,52.3,44.8,Low,Paid,No,Single,4,0
LN100739,CUST50739,2024-07-23,Delhi,North,61,Female,Doctor,3,1202779,832,Education,160671,240,7.63,720.54,59.7,42.8,Low,Paid,No,Single,3,0
LN100740,CUST50740,2024-04-30,Hyderabad,West,59,Female,Manager,23,2140306,635,Medical,354357,24,6.23,15684.73,22.1,83.1,High,Active,Yes,Single,2,0
LN100741,CUST50741,2026-06-03,Pune,North,63,Female,Self-employed,34,1447001,669,Business,2735105,36,12.68,85608.79,16.5,72.3,Medium,Active,No,Married,1,0
LN100742,CUST50742,2025-07-29,Chennai,South,60,Female,Teacher,6,1676606,478,Personal,3829444,84,8.89,49641.45,24.9,73.3,High,Defaulted,Yes,Married,3,1
LN100743,CUST50743,2024-11-17,Delhi,North,52,Female,Manager,26,1656895,451,Business,1898800,84,13.72,25706.14,44.4,73.8,High,Delinquent,No,Single,2,0
LN100744,CUST50744,2025-03-26,Pune,North,27,Male,Manager,13,252855,799,Medical,577457,84,9.81,7548.88,14.9,64.3,Low,Active,Yes,Single,1,0
LN100745,CUST50745,2025-09-02,Kolkata,West,35,Female,Clerk,0,1338919,775,Debt Consolidation,4269748,12,17.94,419645.07,39.7,51.8,Low,Active,No,Single,4,0
LN100746,CUST50746,2026-02-15,Mumbai,North,25,Male,Engineer,32,1719346,527,Personal,452290,120,15.63,4358.19,31.6,84.5,High,Active,Yes,Single,2,0
LN100747,CUST50747,2024-03-02,Kolkata,South,41,Male,Engineer,6,478723,591,Debt Consolidation,4706895,12,15.7,453823.13,36.8,42.6,High,Delinquent,No,Single,0,0
LN100748,CUST50748,2024-08-31,Bengaluru,North,24,Male,Clerk,26,943264,610,Home,4896409,60,10.66,90306.1,21.5,77.9,High,Active,Yes,Married,0,0
LN100749,CUST50749,2026-03-12,Kolkata,South,26,Female,Clerk,19,982026,804,Personal,4275940,84,9.83,55907.92,14.4,49.9,Low,Paid,No,Single,0,0
